"geo_code","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020"
1300706,"(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(80,90]","(80,90]","(80,90]","(80,90]","(80,90]"
1300805,"(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]"
1300839,"(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]"
1300904,"(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]"
1301001,"(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]"
1301100,"(80,90]","(80,90]","(80,90]","(80,90]","(80,90]","(80,90]","(80,90]","(80,90]","(80,90]","(80,90]","(80,90]","(70,80]","(70,80]","(70,80]","(80,90]","(80,90]"
1301159,"(40,50]","(40,50]","(40,50]","(40,50]","(40,50]","(40,50]","(40,50]","(40,50]","(40,50]","(40,50]","(40,50]","(40,50]","(30,40]","(40,50]","(40,50]","(30,40]"
1301209,"(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]"
1301308,"(80,90]","(80,90]","(80,90]","(80,90]","(80,90]","(80,90]","(80,90]","(80,90]","(80,90]","(80,90]","(80,90]","(80,90]","(80,90]","(80,90]","(80,90]","(80,90]"
1301407,"(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]"
1301506,"(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]"
1301605,"(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]"
1301654,"(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]"
1301704,"(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]"
1301803,"(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]"
1301852,"(70,80]","(70,80]","(70,80]","(70,80]","(70,80]","(70,80]","(60,70]","(70,80]","(70,80]","(70,80]","(60,70]","(60,70]","(60,70]","(60,70]","(60,70]","(60,70]"
1301902,"(60,70]","(60,70]","(60,70]","(60,70]","(60,70]","(60,70]","(60,70]","(60,70]","(60,70]","(60,70]","(60,70]","(60,70]","(60,70]","(60,70]","(60,70]","(60,70]"
1301951,"(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]"
1302009,"(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]"
1302108,"(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]"
1302207,"(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]"
1302306,"(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]"
1302405,"(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(80,90]"
1302504,"(60,70]","(60,70]","(60,70]","(60,70]","(60,70]","(60,70]","(60,70]","(60,70]","(60,70]","(60,70]","(60,70]","(60,70]","(60,70]","(60,70]","(60,70]","(60,70]"
1302553,"(80,90]","(80,90]","(80,90]","(80,90]","(80,90]","(80,90]","(80,90]","(80,90]","(80,90]","(80,90]","(80,90]","(80,90]","(80,90]","(80,90]","(80,90]","(80,90]"
1302603,"(80,90]","(80,90]","(80,90]","(80,90]","(80,90]","(80,90]","(80,90]","(80,90]","(80,90]","(80,90]","(80,90]","(80,90]","(80,90]","(80,90]","(80,90]","(80,90]"
1302702,"(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(80,90]","(80,90]","(80,90]","(80,90]","(80,90]","(80,90]","(80,90]"
1302801,"(80,90]","(80,90]","(80,90]","(80,90]","(80,90]","(80,90]","(80,90]","(80,90]","(80,90]","(80,90]","(80,90]","(80,90]","(80,90]","(80,90]","(80,90]","(80,90]"
1302900,"(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]"
1303007,"(80,90]","(80,90]","(80,90]","(80,90]","(80,90]","(80,90]","(80,90]","(80,90]","(80,90]","(80,90]","(80,90]","(80,90]","(80,90]","(80,90]","(80,90]","(80,90]"
1303106,"(80,90]","(80,90]","(80,90]","(80,90]","(80,90]","(80,90]","(80,90]","(80,90]","(80,90]","(80,90]","(80,90]","(80,90]","(80,90]","(80,90]","(80,90]","(80,90]"
1303205,"(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]"
1303304,"(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]"
1303403,"(40,50]","(40,50]","(40,50]","(40,50]","(40,50]","(40,50]","(40,50]","(40,50]","(40,50]","(40,50]","(40,50]","(40,50]","(40,50]","(40,50]","(40,50]","(40,50]"
1303502,"(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]"
1303536,"(80,90]","(80,90]","(80,90]","(80,90]","(80,90]","(80,90]","(80,90]","(80,90]","(80,90]","(80,90]","(80,90]","(80,90]","(80,90]","(80,90]","(80,90]","(80,90]"
1303569,"(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]"
1303601,"(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]"
1303700,"(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]"
1303809,"(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]"
1303908,"(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]"
1303957,"(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]"
1304005,"(70,80]","(70,80]","(70,80]","(70,80]","(70,80]","(70,80]","(70,80]","(70,80]","(70,80]","(70,80]","(70,80]","(70,80]","(70,80]","(70,80]","(70,80]","(70,80]"
1304062,"(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]"
1304104,"(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]"
1304203,"(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]"
1304237,"(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]"
1304260,"(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]"
1304302,"(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]"
1304401,"(30,40]","(30,40]","(30,40]","(30,40]","(30,40]","(30,40]","(30,40]","(40,50]","(30,40]","(30,40]","(30,40]","(30,40]","(30,40]","(30,40]","(40,50]","(30,40]"
1600055,"(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]"
1600105,"(50,60]","(50,60]","(50,60]","(50,60]","(50,60]","(50,60]","(50,60]","(50,60]","(50,60]","(50,60]","(50,60]","(50,60]","(50,60]","(50,60]","(50,60]","(50,60]"
1600154,"(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]"
1600204,"(80,90]","(80,90]","(80,90]","(80,90]","(80,90]","(80,90]","(80,90]","(80,90]","(80,90]","(80,90]","(80,90]","(80,90]","(80,90]","(80,90]","(80,90]","(80,90]"
1600212,"(20,30]","(20,30]","(20,30]","(20,30]","(20,30]","(20,30]","(20,30]","(20,30]","(20,30]","(20,30]","(20,30]","(20,30]","(20,30]","(20,30]","(20,30]","(20,30]"
1600238,"(60,70]","(60,70]","(60,70]","(60,70]","(60,70]","(60,70]","(60,70]","(60,70]","(60,70]","(60,70]","(60,70]","(60,70]","(60,70]","(60,70]","(60,70]","(60,70]"
1600253,"(20,30]","(20,30]","(20,30]","(20,30]","(20,30]","(30,40]","(30,40]","(30,40]","(30,40]","(20,30]","(20,30]","(20,30]","(20,30]","(20,30]","(20,30]","(20,30]"
1600279,"(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]"
1600303,"(30,40]","(30,40]","(30,40]","(30,40]","(30,40]","(30,40]","(30,40]","(30,40]","(30,40]","(30,40]","(30,40]","(30,40]","(30,40]","(30,40]","(30,40]","(30,40]"
1600402,"(80,90]","(80,90]","(80,90]","(80,90]","(80,90]","(80,90]","(80,90]","(80,90]","(80,90]","(80,90]","(80,90]","(80,90]","(80,90]","(80,90]","(80,90]","(80,90]"
1600501,"(80,90]","(80,90]","(80,90]","(80,90]","(80,90]","(80,90]","(80,90]","(80,90]","(80,90]","(80,90]","(80,90]","(80,90]","(80,90]","(80,90]","(80,90]","(80,90]"
1600535,"(80,90]","(80,90]","(80,90]","(80,90]","(80,90]","(80,90]","(80,90]","(80,90]","(80,90]","(80,90]","(80,90]","(80,90]","(80,90]","(80,90]","(80,90]","(80,90]"
1600550,"(80,90]","(80,90]","(80,90]","(80,90]","(80,90]","(80,90]","(80,90]","(80,90]","(80,90]","(80,90]","(80,90]","(80,90]","(80,90]","(80,90]","(80,90]","(80,90]"
1600600,"(40,50]","(40,50]","(40,50]","(40,50]","(40,50]","(40,50]","(40,50]","(40,50]","(40,50]","(40,50]","(40,50]","(40,50]","(40,50]","(40,50]","(40,50]","(40,50]"
1600709,"(50,60]","(50,60]","(50,60]","(50,60]","(50,60]","(50,60]","(50,60]","(50,60]","(50,60]","(50,60]","(50,60]","(50,60]","(50,60]","(50,60]","(50,60]","(50,60]"
1600808,"(80,90]","(80,90]","(80,90]","(80,90]","(80,90]","(80,90]","(80,90]","(80,90]","(80,90]","(80,90]","(80,90]","(80,90]","(80,90]","(80,90]","(70,80]","(70,80]"
2900108,"(60,70]","(60,70]","(60,70]","(60,70]","(60,70]","(60,70]","(60,70]","(70,80]","(70,80]","(60,70]","(60,70]","(60,70]","(60,70]","(60,70]","(60,70]","(60,70]"
2900207,"(30,40]","(30,40]","(30,40]","(30,40]","(30,40]","(30,40]","(30,40]","(30,40]","(20,30]","(30,40]","(30,40]","(30,40]","(30,40]","(30,40]","(30,40]","(30,40]"
2900306,"(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]"
2900355,"(20,30]","(20,30]","(20,30]","(20,30]","(10,20]","(20,30]","(20,30]","(20,30]","(20,30]","(20,30]","(20,30]","(20,30]","(20,30]","(10,20]","(10,20]","(10,20]"
2900405,"(40,50]","(40,50]","(40,50]","(40,50]","(40,50]","(40,50]","(40,50]","(40,50]","(40,50]","(30,40]","(30,40]","(30,40]","(30,40]","(30,40]","(40,50]","(30,40]"
2900504,"(70,80]","(70,80]","(70,80]","(70,80]","(70,80]","(70,80]","(70,80]","(70,80]","(70,80]","(70,80]","(70,80]","(70,80]","(70,80]","(70,80]","(70,80]","(70,80]"
2900603,"(40,50]","(40,50]","(40,50]","(40,50]","(40,50]","(40,50]","(40,50]","(40,50]","(40,50]","(40,50]","(40,50]","(40,50]","(40,50]","(40,50]","(40,50]","(40,50]"
2900702,"(20,30]","(20,30]","(20,30]","(20,30]","(20,30]","(20,30]","(20,30]","(20,30]","(20,30]","(20,30]","(20,30]","(20,30]","(20,30]","(20,30]","(20,30]","(20,30]"
2900801,"(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(20,30]","(20,30]","(20,30]","(20,30]"
2900900,"(50,60]","(50,60]","(50,60]","(50,60]","(50,60]","(50,60]","(50,60]","(50,60]","(50,60]","(50,60]","(50,60]","(50,60]","(50,60]","(50,60]","(50,60]","(50,60]"
2901007,"(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(20,30]","(20,30]","(20,30]","(20,30]","(10,20]","(10,20]"
2901106,"(20,30]","(20,30]","(10,20]","(10,20]","(20,30]","(20,30]","(20,30]","(20,30]","(20,30]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(20,30]"
2901155,"(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]"
2901205,"(40,50]","(40,50]","(50,60]","(50,60]","(40,50]","(40,50]","(50,60]","(50,60]","(50,60]","(50,60]","(50,60]","(50,60]","(50,60]","(50,60]","(50,60]","(50,60]"
2901304,"(50,60]","(50,60]","(50,60]","(50,60]","(50,60]","(50,60]","(40,50]","(40,50]","(40,50]","(40,50]","(40,50]","(50,60]","(50,60]","(50,60]","(50,60]","(50,60]"
2901353,"(50,60]","(50,60]","(50,60]","(40,50]","(50,60]","(50,60]","(50,60]","(40,50]","(50,60]","(50,60]","(50,60]","(50,60]","(50,60]","(50,60]","(50,60]","(50,60]"
2901403,"(60,70]","(60,70]","(50,60]","(50,60]","(60,70]","(60,70]","(60,70]","(50,60]","(60,70]","(60,70]","(60,70]","(60,70]","(50,60]","(60,70]","(50,60]","(50,60]"
2901502,"(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(1,10]"
2901601,"(20,30]","(30,40]","(30,40]","(30,40]","(20,30]","(20,30]","(30,40]","(20,30]","(30,40]","(30,40]","(30,40]","(30,40]","(20,30]","(20,30]","(20,30]","(10,20]"
2901700,"(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]"
2901809,"(70,80]","(60,70]","(60,70]","(70,80]","(70,80]","(70,80]","(70,80]","(70,80]","(70,80]","(80,90]","(80,90]","(80,90]","(80,90]","(80,90]","(80,90]","(80,90]"
2901908,"(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]"
2901957,"(30,40]","(30,40]","(30,40]","(30,40]","(30,40]","(30,40]","(30,40]","(30,40]","(30,40]","(30,40]","(40,50]","(40,50]","(40,50]","(40,50]","(40,50]","(40,50]"
2902005,"(30,40]","(30,40]","(40,50]","(40,50]","(30,40]","(30,40]","(40,50]","(40,50]","(40,50]","(40,50]","(40,50]","(40,50]","(40,50]","(40,50]","(40,50]","(40,50]"
2902054,"(40,50]","(40,50]","(40,50]","(40,50]","(40,50]","(40,50]","(40,50]","(40,50]","(40,50]","(40,50]","(40,50]","(40,50]","(50,60]","(50,60]","(40,50]","(40,50]"
2902104,"(20,30]","(20,30]","(30,40]","(20,30]","(20,30]","(30,40]","(30,40]","(30,40]","(20,30]","(20,30]","(20,30]","(30,40]","(20,30]","(20,30]","(30,40]","(20,30]"
2902203,"(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(10,20]","(20,30]","(20,30]","(10,20]","(10,20]","(10,20]"
2902252,"(90,100]","(90,100]","(90,100]","(90,100]","(80,90]","(80,90]","(80,90]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]"
2902302,"(30,40]","(30,40]","(30,40]","(30,40]","(30,40]","(40,50]","(40,50]","(40,50]","(40,50]","(30,40]","(30,40]","(30,40]","(30,40]","(30,40]","(30,40]","(30,40]"
2902401,"(40,50]","(40,50]","(40,50]","(30,40]","(30,40]","(30,40]","(30,40]","(30,40]","(30,40]","(30,40]","(30,40]","(30,40]","(30,40]","(30,40]","(30,40]","(40,50]"
2902500,"(80,90]","(80,90]","(80,90]","(80,90]","(80,90]","(80,90]","(80,90]","(80,90]","(70,80]","(70,80]","(70,80]","(70,80]","(70,80]","(70,80]","(70,80]","(70,80]"
2902609,"(50,60]","(50,60]","(50,60]","(50,60]","(50,60]","(50,60]","(50,60]","(50,60]","(50,60]","(50,60]","(50,60]","(50,60]","(50,60]","(50,60]","(50,60]","(50,60]"
2902658,"(40,50]","(50,60]","(50,60]","(50,60]","(50,60]","(50,60]","(60,70]","(60,70]","(60,70]","(60,70]","(60,70]","(50,60]","(50,60]","(50,60]","(60,70]","(60,70]"
2902708,"(70,80]","(70,80]","(70,80]","(70,80]","(70,80]","(70,80]","(70,80]","(70,80]","(70,80]","(70,80]","(70,80]","(70,80]","(70,80]","(70,80]","(70,80]","(70,80]"
2902807,"(50,60]","(50,60]","(60,70]","(60,70]","(50,60]","(50,60]","(50,60]","(60,70]","(60,70]","(60,70]","(60,70]","(60,70]","(60,70]","(50,60]","(50,60]","(50,60]"
2902906,"(30,40]","(30,40]","(30,40]","(30,40]","(30,40]","(30,40]","(30,40]","(30,40]","(30,40]","(30,40]","(30,40]","(30,40]","(30,40]","(30,40]","(30,40]","(30,40]"
2903003,"(70,80]","(70,80]","(70,80]","(70,80]","(70,80]","(70,80]","(70,80]","(70,80]","(70,80]","(70,80]","(70,80]","(70,80]","(70,80]","(70,80]","(70,80]","(70,80]"
2903102,"(60,70]","(60,70]","(60,70]","(60,70]","(60,70]","(60,70]","(60,70]","(60,70]","(60,70]","(60,70]","(60,70]","(60,70]","(60,70]","(60,70]","(60,70]","(60,70]"
2903201,"(40,50]","(40,50]","(40,50]","(40,50]","(40,50]","(40,50]","(40,50]","(40,50]","(40,50]","(40,50]","(40,50]","(40,50]","(40,50]","(40,50]","(40,50]","(40,50]"
2903235,"(20,30]","(20,30]","(20,30]","(10,20]","(10,20]","(20,30]","(20,30]","(20,30]","(20,30]","(20,30]","(20,30]","(20,30]","(20,30]","(20,30]","(20,30]","(20,30]"
2903276,"(30,40]","(30,40]","(30,40]","(30,40]","(30,40]","(30,40]","(30,40]","(30,40]","(30,40]","(30,40]","(30,40]","(30,40]","(30,40]","(30,40]","(30,40]","(30,40]"
2903300,"(80,90]","(80,90]","(80,90]","(80,90]","(70,80]","(70,80]","(70,80]","(70,80]","(70,80]","(70,80]","(70,80]","(70,80]","(70,80]","(70,80]","(70,80]","(70,80]"
2903409,"(40,50]","(40,50]","(40,50]","(40,50]","(40,50]","(40,50]","(40,50]","(40,50]","(40,50]","(40,50]","(40,50]","(40,50]","(40,50]","(40,50]","(40,50]","(40,50]"
2903508,"(30,40]","(40,50]","(40,50]","(40,50]","(30,40]","(30,40]","(40,50]","(40,50]","(40,50]","(40,50]","(40,50]","(40,50]","(40,50]","(40,50]","(40,50]","(40,50]"
2903607,"(40,50]","(40,50]","(40,50]","(40,50]","(40,50]","(40,50]","(40,50]","(30,40]","(30,40]","(30,40]","(30,40]","(30,40]","(40,50]","(40,50]","(40,50]","(40,50]"
2903706,"(40,50]","(40,50]","(50,60]","(50,60]","(40,50]","(40,50]","(40,50]","(50,60]","(50,60]","(50,60]","(50,60]","(50,60]","(50,60]","(50,60]","(50,60]","(50,60]"
2903805,"(60,70]","(50,60]","(50,60]","(60,70]","(50,60]","(50,60]","(50,60]","(50,60]","(50,60]","(50,60]","(50,60]","(50,60]","(50,60]","(50,60]","(50,60]","(50,60]"
2903904,"(60,70]","(50,60]","(50,60]","(50,60]","(60,70]","(60,70]","(60,70]","(60,70]","(60,70]","(50,60]","(50,60]","(50,60]","(50,60]","(50,60]","(50,60]","(50,60]"
2903953,"(30,40]","(30,40]","(40,50]","(30,40]","(30,40]","(30,40]","(30,40]","(40,50]","(50,60]","(40,50]","(40,50]","(50,60]","(50,60]","(40,50]","(40,50]","(50,60]"
2904001,"(60,70]","(60,70]","(60,70]","(60,70]","(60,70]","(60,70]","(60,70]","(60,70]","(60,70]","(60,70]","(50,60]","(60,70]","(60,70]","(60,70]","(60,70]","(60,70]"
2904050,"(70,80]","(70,80]","(70,80]","(70,80]","(70,80]","(70,80]","(70,80]","(70,80]","(80,90]","(80,90]","(70,80]","(70,80]","(70,80]","(70,80]","(70,80]","(70,80]"
2904100,"(50,60]","(50,60]","(50,60]","(40,50]","(40,50]","(50,60]","(50,60]","(50,60]","(50,60]","(50,60]","(50,60]","(50,60]","(50,60]","(50,60]","(50,60]","(50,60]"
2904209,"(40,50]","(40,50]","(40,50]","(40,50]","(40,50]","(40,50]","(40,50]","(40,50]","(40,50]","(40,50]","(40,50]","(40,50]","(40,50]","(40,50]","(40,50]","(40,50]"
2904308,"(30,40]","(30,40]","(30,40]","(30,40]","(30,40]","(30,40]","(30,40]","(30,40]","(20,30]","(20,30]","(20,30]","(20,30]","(20,30]","(20,30]","(20,30]","(20,30]"
2904407,"(70,80]","(70,80]","(60,70]","(60,70]","(60,70]","(60,70]","(60,70]","(60,70]","(70,80]","(60,70]","(60,70]","(60,70]","(60,70]","(60,70]","(60,70]","(60,70]"
2904506,"(70,80]","(80,90]","(80,90]","(70,80]","(70,80]","(80,90]","(80,90]","(80,90]","(80,90]","(80,90]","(80,90]","(80,90]","(80,90]","(80,90]","(80,90]","(80,90]"
2904605,"(30,40]","(30,40]","(40,50]","(40,50]","(30,40]","(30,40]","(30,40]","(40,50]","(40,50]","(40,50]","(40,50]","(40,50]","(40,50]","(40,50]","(40,50]","(40,50]"
2904704,"(70,80]","(70,80]","(70,80]","(70,80]","(70,80]","(70,80]","(70,80]","(70,80]","(70,80]","(70,80]","(70,80]","(70,80]","(70,80]","(70,80]","(70,80]","(70,80]"
2904753,"(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(80,90]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]","(90,100]"
2904803,"(40,50]","(40,50]","(40,50]","(40,50]","(40,50]","(40,50]","(40,50]","(40,50]","(40,50]","(40,50]","(40,50]","(40,50]","(40,50]","(40,50]","(40,50]","(40,50]"
2904852,"(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]","(1,10]"
